UN Paris,Frequency,Type,UN_Overlap_Shell,UN_Overlap_BP
party that,2,2-gram,0,0
from this,2,2-gram,0,1
the notification,2,2-gram,0,0
of withdrawal,2,2-gram,0,0
nations fccc,1,2-gram,0,0
add distr,1,2-gram,0,0
distr,1,2-gram,0,0
general january,1,2-gram,0,0
january original,1,2-gram,0,0
original,1,2-gram,0,0
english conference,1,2-gram,0,0
session held,1,2-gram,0,0
in paris,1,2-gram,1,1
paris from,1,2-gram,0,0
from november,1,2-gram,1,0
november to,1,2-gram,0,0
to december,1,2-gram,0,1
december addendum,1,2-gram,0,0
addendum part,1,2-gram,0,0
part two,1,2-gram,0,0
two,1,2-gram,0,0
action taken,1,2-gram,1,0
taken by,1,2-gram,0,0
session contents,1,2-gram,0,0
contents decisions,1,2-gram,0,0
decisions adopted,1,2-gram,0,0
parties decision,1,2-gram,0,0
cp ge,1,2-gram,0,0
ge e,1,2-gram,0,0
e page,1,2-gram,0,0
page adoption,1,2-gram,0,0
add decision,1,2-gram,0,0
cp adoption,1,2-gram,0,0
parties recalling,1,2-gram,0,0
recalling decision,1,2-gram,0,0
cp on,1,2-gram,0,0
establishment of,1,2-gram,0,0
also recalling,1,2-gram,0,0
recalling articles,1,2-gram,0,0
convention further,1,2-gram,0,0
further recalling,1,2-gram,0,0
recalling relevant,1,2-gram,0,0
including decisions,1,2-gram,0,0
cp welcoming,1,2-gram,0,0
welcoming the,1,2-gram,0,0
of united,1,2-gram,0,0
nations general,1,2-gram,0,0
general assembly,1,2-gram,0,0
assembly resolution,1,2-gram,0,0
resolution a,1,2-gram,0,0
a res,1,2-gram,0,0
res “transforming,1,2-gram,0,0
“transforming our,1,2-gram,0,0
our world,1,2-gram,0,0
world,1,2-gram,1,1
the agenda,1,2-gram,0,0
agenda for,1,2-gram,0,0
for sustainable,1,2-gram,1,1
sustainable development”,1,2-gram,0,0
development” in,1,2-gram,0,0
particular its,1,2-gram,0,0
its goal,1,2-gram,0,0
goal and,1,2-gram,0,0
the addis,1,2-gram,0,0
addis ababa,1,2-gram,0,0
ababa action,1,2-gram,0,0
agenda of,1,2-gram,0,0
third international,1,2-gram,0,0
international conference,1,2-gram,0,0
conference on,1,2-gram,0,1
on financing,1,2-gram,0,0
financing for,1,2-gram,0,0
for development,1,2-gram,0,0
the sendai,1,2-gram,0,0
sendai framework,1,2-gram,0,0
for disaster,1,2-gram,0,0
disaster risk,1,2-gram,0,0
risk reduction,1,2-gram,0,1
reduction recognizing,1,2-gram,0,0
change represents,1,2-gram,0,0
represents an,1,2-gram,0,1
an urgent,1,2-gram,0,0
and potentially,1,2-gram,0,0
potentially irreversible,1,2-gram,0,0
irreversible threat,1,2-gram,0,0
threat to,1,2-gram,0,0
to human,1,2-gram,1,1
human societies,1,2-gram,0,0
societies and,1,2-gram,0,1
the planet,1,2-gram,0,0
planet and,1,2-gram,0,0
and thus,1,2-gram,0,0
thus requires,1,2-gram,0,0
requires the,1,2-gram,1,0
the widest,1,2-gram,0,0
widest possible,1,2-gram,0,0
possible cooperation,1,2-gram,0,0
cooperation by,1,2-gram,0,0
all countries,1,2-gram,0,1
their participation,1,2-gram,0,0
and appropriate,1,2-gram,0,0
appropriate international,1,2-gram,0,0
international response,1,2-gram,0,0
response with,1,2-gram,1,0
to accelerating,1,2-gram,0,0
emissions also,1,2-gram,0,0
that deep,1,2-gram,0,0
deep reductions,1,2-gram,0,0
emissions will,1,2-gram,0,1
required in,1,2-gram,0,0
the ultimate,1,2-gram,1,0
ultimate objective,1,2-gram,0,0
and emphasizing,1,2-gram,0,0
for urgency,1,2-gram,0,0
urgency in,1,2-gram,0,0
change acknowledging,1,2-gram,0,0
equity also,1,2-gram,0,0
also acknowledging,1,2-gram,0,0
and concerns,1,2-gram,1,0
parties arising,1,2-gram,0,0
measures and,1,2-gram,1,1
regard decisions,1,2-gram,0,0
cp emphasizing,1,2-gram,0,0
emphasizing with,1,2-gram,0,0
with serious,1,2-gram,0,0
serious concern,1,2-gram,0,0
concern the,1,2-gram,0,0
significant gap,1,2-gram,0,0
gap between,1,2-gram,0,0
of parties’,1,2-gram,0,0
parties’ mitigation,1,2-gram,0,0
pledges in,1,2-gram,0,0
in terms,1,2-gram,1,1
global annual,1,2-gram,0,0
annual emissions,1,2-gram,0,0
emissions of,1,2-gram,1,1
gases by,1,2-gram,0,0
and aggregate,1,2-gram,0,0
aggregate emission,1,2-gram,0,0
pathways consistent,1,2-gram,0,0
with holding,1,2-gram,0,0
levels also,1,2-gram,0,0
also emphasizing,1,2-gram,0,0
emphasizing that,1,2-gram,0,0
enhanced pre‐,1,2-gram,0,0
pre‐ ambition,1,2-gram,0,0
ambition can,1,2-gram,0,0
can lay,1,2-gram,0,0
lay a,1,2-gram,0,0
a solid,1,2-gram,0,0
solid foundation,1,2-gram,0,0
foundation for,1,2-gram,0,0
enhanced post‐,1,2-gram,0,0
post‐ ambition,1,2-gram,0,0
ambition stressing,1,2-gram,0,0
stressing the,1,2-gram,0,0
of accelerating,1,2-gram,0,0
protocol in,1,2-gram,0,0
enhance pre,1,2-gram,0,0
pre ambition,1,2-gram,0,0
ambition recognizing,1,2-gram,0,0
of finance,1,2-gram,1,0
a predictable,1,2-gram,0,0
predictable manner,1,2-gram,0,0
manner to,1,2-gram,0,0
to enable,1,2-gram,1,1
enable enhanced,1,2-gram,0,0
enhanced pre,1,2-gram,0,0
parties emphasizing,1,2-gram,0,0
the enduring,1,2-gram,0,0
enduring benefits,1,2-gram,0,0
of ambitious,1,2-gram,0,0
ambitious and,1,2-gram,0,0
early action,1,2-gram,0,0
including major,1,2-gram,0,0
major reductions,1,2-gram,0,0
the cost,1,2-gram,1,1
cost of,1,2-gram,1,1
of future,1,2-gram,1,1
future mitigation,1,2-gram,0,0
efforts fccc,1,2-gram,0,0
add acknowledging,1,2-gram,0,0
promote universal,1,2-gram,0,0
universal access,1,2-gram,0,0
sustainable energy,1,2-gram,1,1
energy in,1,2-gram,1,1
in africa,1,2-gram,1,0
africa through,1,2-gram,0,0
enhanced deployment,1,2-gram,0,0
deployment of,1,2-gram,1,1
of renewable,1,2-gram,1,0
renewable energy,1,2-gram,1,1
energy agreeing,1,2-gram,0,0
agreeing to,1,2-gram,0,0
to uphold,1,2-gram,0,0
uphold and,1,2-gram,0,0
promote regional,1,2-gram,0,0
to mobilize,1,2-gram,0,0
mobilize stronger,1,2-gram,0,0
stronger and,1,2-gram,0,0
and more,1,2-gram,1,1
more ambitious,1,2-gram,0,1
ambitious climate,1,2-gram,0,1
including civil,1,2-gram,0,0
authorities local,1,2-gram,0,1
peoples i,1,2-gram,0,0
i adoption,1,2-gram,0,0
adoption decides,1,2-gram,0,0
to adopt,1,2-gram,1,0
adopt the,1,2-gram,0,0
“the agreement”,1,2-gram,0,0
agreement” as,1,2-gram,0,0
the annex,1,2-gram,0,0
annex requests,1,2-gram,0,0
nations to,1,2-gram,0,0
have it,1,2-gram,0,0
it open,1,2-gram,0,0
signature in,1,2-gram,0,0
york united,1,2-gram,0,0
united states,1,2-gram,1,0
states of,1,2-gram,0,0
of america,1,2-gram,1,0
america from,1,2-gram,0,0
april invites,1,2-gram,0,0
general to,1,2-gram,0,0
level signature,1,2-gram,0,0
signature ceremony,1,2-gram,0,0
ceremony for,1,2-gram,0,0
on april,1,2-gram,0,0
april also,1,2-gram,0,0
to sign,1,2-gram,0,0
sign the,1,2-gram,0,0
the ceremony,1,2-gram,0,0
ceremony to,1,2-gram,0,0
general or,1,2-gram,1,0
their earliest,1,2-gram,0,0
earliest opportunity,1,2-gram,0,0
opportunity and,1,2-gram,0,0
to deposit,1,2-gram,0,0
deposit their,1,2-gram,0,0
respective instruments,1,2-gram,0,0
accession where,1,2-gram,0,0
possible recognizes,1,2-gram,0,0
may provisionally,1,2-gram,0,0
provisionally apply,1,2-gram,0,0
apply all,1,2-gram,0,0
all of,1,2-gram,1,1
pending its,1,2-gram,0,0
its entry,1,2-gram,0,0
force and,1,2-gram,0,0
provide notification,1,2-gram,0,0
such provisional,1,2-gram,0,0
provisional application,1,2-gram,0,0
application to,1,2-gram,0,0
depositary notes,1,2-gram,0,0
paragraph has,1,2-gram,0,0
has been,1,2-gram,1,1
been completed,1,2-gram,0,0
completed decides,1,2-gram,0,0
same arrangement,1,2-gram,0,0
arrangement mutatis,1,2-gram,0,0
mutandis as,1,2-gram,0,0
as those,1,2-gram,1,1
those concerning,1,2-gram,0,0
concerning the,1,2-gram,1,0
the election,1,2-gram,0,0
election of,1,2-gram,0,0
of officers,1,2-gram,0,0
officers to,1,2-gram,0,0
prepare for,1,2-gram,0,1
the convening,1,2-gram,0,0
convening of,1,2-gram,0,0
to oversee,1,2-gram,0,1
programme resulting,1,2-gram,0,0
relevant requests,1,2-gram,0,0
requests contained,1,2-gram,0,0
decision requests,1,2-gram,0,0
report regularly,1,2-gram,0,0
regularly to,1,2-gram,0,1
to complete,1,2-gram,1,1
complete its,1,2-gram,0,0
work by,1,2-gram,1,0
shall hold,1,2-gram,0,0
hold its,1,2-gram,0,0
its sessions,1,2-gram,0,0
sessions starting,1,2-gram,0,0
in in,1,2-gram,1,1
convention subsidiary,1,2-gram,0,0
prepare draft,1,2-gram,0,0
draft decisions,1,2-gram,0,0
be recommended,1,2-gram,0,0
recommended through,1,2-gram,0,0
session endorsed,1,2-gram,0,0
endorsed by,1,2-gram,0,0
paragraph fccc,1,2-gram,0,0
add ii,1,2-gram,0,0
contributions welcomes,1,2-gram,0,0
been communicated,1,2-gram,0,0
paragraph b,1,2-gram,0,0
b reiterates,1,2-gram,0,0
its invitation,1,2-gram,0,0
invitation to,1,2-gram,0,0
to all,1,2-gram,1,1
not yet,1,2-gram,0,0
yet done,1,2-gram,0,0
communicate to,1,2-gram,0,0
contributions towards,1,2-gram,0,0
possible and,1,2-gram,1,0
and well,1,2-gram,1,1
well in,1,2-gram,1,0
november and,1,2-gram,0,0
that facilitates,1,2-gram,0,0
facilitates the,1,2-gram,0,0
publish the,1,2-gram,0,0
website reiterates,1,2-gram,0,0
its call,1,2-gram,0,0
call to,1,2-gram,0,0
to developed,1,2-gram,0,0
other organizations,1,2-gram,0,1
a position,1,2-gram,0,1
position to,1,2-gram,0,0
preparation and,1,2-gram,0,0
and communication,1,2-gram,0,0
contributions of,1,2-gram,0,0
may need,1,2-gram,0,0
need such,1,2-gram,0,0
support takes,1,2-gram,0,0
of intended,1,2-gram,0,0
by october,1,2-gram,0,0
october contained,1,2-gram,0,0
cp notes,1,2-gram,0,0
notes with,1,2-gram,0,0
with concern,1,2-gram,0,0
concern that,1,2-gram,0,0
estimated aggregate,1,2-gram,0,0
aggregate greenhouse,1,2-gram,0,0
and resulting,1,2-gram,0,1
contributions do,1,2-gram,0,0
do not,1,2-gram,1,1
not fall,1,2-gram,0,0
fall within,1,2-gram,0,0
within least,1,2-gram,0,0
least cost,1,2-gram,0,0
cost ˚c,1,2-gram,0,0
˚c scenarios,1,2-gram,0,0
scenarios but,1,2-gram,0,0
but rather,1,2-gram,0,0
rather lead,1,2-gram,0,0
lead to,1,2-gram,1,1
a projected,1,2-gram,0,1
projected level,1,2-gram,0,0
of gigatonnes,1,2-gram,0,0
gigatonnes in,1,2-gram,0,0
and also,1,2-gram,1,1
also notes,1,2-gram,1,0
that much,1,2-gram,0,0
much greater,1,2-gram,0,0
greater emission,1,2-gram,0,0
reduction efforts,1,2-gram,1,0
efforts will,1,2-gram,0,0
required than,1,2-gram,0,0
those associated,1,2-gram,0,0
to hold,1,2-gram,1,1
hold the,1,2-gram,0,0
to below,1,2-gram,0,0
below ˚c,1,2-gram,0,0
emissions to,1,2-gram,1,1
to gigatonnes,1,2-gram,0,0
gigatonnes or,1,2-gram,0,0
to ˚c,1,2-gram,0,0
reducing to,1,2-gram,0,0
a level,1,2-gram,1,0
level to,1,2-gram,1,1
be identified,1,2-gram,0,0
below further,1,2-gram,0,0
further notes,1,2-gram,0,0
notes in,1,2-gram,0,0
this context,1,2-gram,0,0
context the,1,2-gram,0,0
needs expressed,1,2-gram,0,0
expressed by,1,2-gram,0,0
by many,1,2-gram,0,0
many developing,1,2-gram,0,0
to update,1,2-gram,0,1
update the,1,2-gram,0,0
cover all,1,2-gram,0,0
parties pursuant,1,2-gram,0,0
cp by,1,2-gram,0,0
by april,1,2-gram,0,0
april and,1,2-gram,0,0
make it,1,2-gram,0,1
it available,1,2-gram,0,0
available by,1,2-gram,0,0
by may,1,2-gram,0,0
may decides,1,2-gram,0,0
dialogue among,1,2-gram,0,1
among parties,1,2-gram,0,0
in to,1,2-gram,1,1
collective efforts,1,2-gram,0,0
to progress,1,2-gram,0,0
towards the,1,2-gram,1,0
term goal,1,2-gram,0,0
contributions pursuant,1,2-gram,0,0
a special,1,2-gram,0,1
report in,1,2-gram,1,1
in on,1,2-gram,0,1
global warming,1,2-gram,1,1
warming of,1,2-gram,0,1
of c,1,2-gram,0,0
and related,1,2-gram,1,1
related global,1,2-gram,0,0
pathways iii,1,2-gram,0,0
to give,1,2-gram,1,0
give effect,1,2-gram,0,0
effect to,1,2-gram,0,0
agreement mitigation,1,2-gram,0,0
mitigation also,1,2-gram,0,0
contribution no,1,2-gram,0,0
than when,1,2-gram,0,0
party submits,1,2-gram,0,0
submits its,1,2-gram,0,0
respective instrument,1,2-gram,0,0
accession of,1,2-gram,0,0
agreement if,1,2-gram,0,0
if a,1,2-gram,1,1
party has,1,2-gram,0,0
has communicated,1,2-gram,0,0
communicated an,1,2-gram,0,0
an intended,1,2-gram,0,0
intended fccc,1,2-gram,0,0
add nationally,1,2-gram,0,0
contribution prior,1,2-gram,0,0
to joining,1,2-gram,0,0
joining the,1,2-gram,0,0
agreement that,1,2-gram,0,0
considered to,1,2-gram,0,1
have satisfied,1,2-gram,0,0
satisfied this,1,2-gram,0,0
this provision,1,2-gram,0,0
provision unless,1,2-gram,0,0
unless that,1,2-gram,0,0
party decides,1,2-gram,0,0
decides otherwise,1,2-gram,0,0
otherwise requests,1,2-gram,0,0
new nationally,1,2-gram,0,0
communicate or,1,2-gram,0,0
or update,1,2-gram,0,0
update by,1,2-gram,0,0
by these,1,2-gram,1,0
submit to,1,2-gram,0,0
contributions referred,1,2-gram,0,0
least to,1,2-gram,0,0
to months,1,2-gram,0,0
relevant session,1,2-gram,0,0
contributions including,1,2-gram,0,0
a synthesis,1,2-gram,0,0
report prepared,1,2-gram,0,0
prepared by,1,2-gram,1,1
secretariat requests,1,2-gram,0,0
on features,1,2-gram,0,0
features of,1,2-gram,0,0
session agrees,1,2-gram,0,0
parties communicating,1,2-gram,0,0
understanding may,1,2-gram,0,0
include as,1,2-gram,0,0
appropriate inter,1,2-gram,0,0
alia quantifiable,1,2-gram,0,0
quantifiable information,1,2-gram,0,0
the reference,1,2-gram,0,0
reference point,1,2-gram,0,1
point including,1,2-gram,0,0
appropriate a,1,2-gram,0,0
a base,1,2-gram,0,0
base year,1,2-gram,0,0
year time,1,2-gram,1,1
frames and,1,2-gram,0,0
or periods,1,2-gram,0,0
periods for,1,2-gram,0,0
implementation scope,1,2-gram,0,0
scope and,1,2-gram,0,0
and coverage,1,2-gram,0,0
coverage planning,1,2-gram,0,0
processes assumptions,1,2-gram,0,0
assumptions and,1,2-gram,1,0
and methodological,1,2-gram,0,0
methodological approaches,1,2-gram,0,0
approaches including,1,2-gram,0,0
those for,1,2-gram,0,1
for estimating,1,2-gram,0,0
estimating and,1,2-gram,0,0
and accounting,1,2-gram,0,0
anthropogenic greenhouse,1,2-gram,0,0
appropriate removals,1,2-gram,0,0
removals and,1,2-gram,0,0
party considers,1,2-gram,0,0
considers that,1,2-gram,1,0
that its,1,2-gram,0,0
contribution is,1,2-gram,0,0
is fair,1,2-gram,1,1
fair and,1,2-gram,0,1
and ambitious,1,2-gram,0,0
ambitious in,1,2-gram,0,0
its national,1,2-gram,0,0
circumstances and,1,2-gram,0,0
how it,1,2-gram,1,1
it contributes,1,2-gram,0,0
contributes towards,1,2-gram,0,0
article requests,1,2-gram,0,0
operation and,1,2-gram,1,1
and use,1,2-gram,1,1
the public,1,2-gram,1,0
registry referred,1,2-gram,0,0
session further,1,2-gram,0,0
available an,1,2-gram,0,0
an interim,1,2-gram,0,0
interim public,1,2-gram,0,0
registry in,1,2-gram,0,0
first half,1,2-gram,0,0
of for,1,2-gram,1,0
the recording,1,2-gram,0,0
recording of,1,2-gram,0,0
contributions submitted,1,2-gram,0,0
submitted in,1,2-gram,0,0
pending the,1,2-gram,0,0
procedures referred,1,2-gram,0,0
above requests,1,2-gram,0,0
to elaborate,1,2-gram,0,0
elaborate drawing,1,2-gram,0,0
drawing from,1,2-gram,0,0
from approaches,1,2-gram,0,0
approaches established,1,2-gram,0,0
instruments as,1,2-gram,0,0
appropriate guidance,1,2-gram,0,0
for accounting,1,2-gram,0,0
for parties’,1,2-gram,0,0
parties’ nationally,1,2-gram,0,0
contributions as,1,2-gram,0,0
session which,1,2-gram,0,0
which ensures,1,2-gram,0,0
ensures that,1,2-gram,0,0
that,1,2-gram,0,0
a parties,1,2-gram,0,0
parties account,1,2-gram,0,0
with methodologies,1,2-gram,0,0
common metrics,1,2-gram,0,0
metrics assessed,1,2-gram,0,0
assessed by,1,2-gram,0,0
and adopted,1,2-gram,0,0
b parties,1,2-gram,0,0
parties ensure,1,2-gram,0,0
ensure methodological,1,2-gram,0,0
methodological consistency,1,2-gram,0,0
consistency including,1,2-gram,0,0
including on,1,2-gram,0,0
on baselines,1,2-gram,0,0
baselines between,1,2-gram,0,0
the communication,1,2-gram,0,0
communication and,1,2-gram,1,1
contributions c,1,2-gram,0,0
c parties,1,2-gram,0,0
parties strive,1,2-gram,0,0
include all,1,2-gram,0,0
all categories,1,2-gram,0,0
and once,1,2-gram,0,0
once a,1,2-gram,1,0
a source,1,2-gram,0,1
source sink,1,2-gram,0,0
sink or,1,2-gram,0,0
or activity,1,2-gram,0,0
activity is,1,2-gram,0,1
is included,1,2-gram,1,0
included continue,1,2-gram,0,0
include it,1,2-gram,0,0
it d,1,2-gram,0,0
d parties,1,2-gram,0,0
provide an,1,2-gram,0,1
an explanation,1,2-gram,0,0
explanation of,1,2-gram,0,0
of why,1,2-gram,0,0
why any,1,2-gram,0,0
any categories,1,2-gram,0,0
removals are,1,2-gram,0,0
are excluded,1,2-gram,0,0
excluded decides,1,2-gram,0,0
apply the,1,2-gram,0,1
second and,1,2-gram,0,0
subsequent nationally,1,2-gram,0,0
may elect,1,2-gram,0,0
elect to,1,2-gram,0,0
to apply,1,2-gram,1,1
apply such,1,2-gram,0,0
such guidance,1,2-gram,0,0
contribution also,1,2-gram,0,0
shall continue,1,2-gram,0,0
continue and,1,2-gram,0,0
implementation shall,1,2-gram,0,0
shall recommend,1,2-gram,0,0
recommend for,1,2-gram,0,0
modalities work,1,2-gram,0,0
programme and,1,2-gram,1,1
and functions,1,2-gram,0,1
the effects,1,2-gram,1,0
by enhancing,1,2-gram,0,0
enhancing cooperation,1,2-gram,0,0
cooperation amongst,1,2-gram,0,0
on understanding,1,2-gram,0,0
understanding the,1,2-gram,0,1
information experiences,1,2-gram,0,0
and best,1,2-gram,1,0
practices amongst,1,2-gram,0,0
to raise,1,2-gram,1,1
raise their,1,2-gram,0,1
their resilience,1,2-gram,0,0
to these,1,2-gram,1,1
these impacts,1,2-gram,0,0
impacts invites,1,2-gram,0,0
by to,1,2-gram,1,1
secretariat mid,1,2-gram,0,0
mid century,1,2-gram,0,0
century long,1,2-gram,0,0
strategies in,1,2-gram,0,0
publish on,1,2-gram,0,0
website parties’,1,2-gram,0,0
parties’ low,1,2-gram,0,0
strategies as,1,2-gram,1,0
as communicated,1,2-gram,0,0
communicated requests,1,2-gram,0,0
recommend the,1,2-gram,0,0
to under,1,2-gram,1,0
including guidance,1,2-gram,0,0
avoided on,1,2-gram,0,0
a corresponding,1,2-gram,0,0
corresponding adjustment,1,2-gram,0,0
adjustment by,1,2-gram,0,0
both anthropogenic,1,2-gram,0,0
sinks covered,1,2-gram,0,0
by their,1,2-gram,1,1
agreement recommends,1,2-gram,0,0
agreement adopt,1,2-gram,0,0
basis of,1,2-gram,1,1
of,1,2-gram,0,0
a b,1,2-gram,0,1
b change,1,2-gram,0,0
change occur,1,2-gram,0,0
occur voluntary,1,2-gram,0,0
voluntary participation,1,2-gram,0,0
participation authorized,1,2-gram,0,0
party involved,1,2-gram,0,0
involved real,1,2-gram,0,0
real measurable,1,2-gram,0,0
measurable and,1,2-gram,0,0
and long,1,2-gram,1,1
term benefits,1,2-gram,0,0
benefits related,1,2-gram,0,0
climate c,1,2-gram,0,0
c specific,1,2-gram,0,0
specific scopes,1,2-gram,0,0
scopes of,1,2-gram,0,0
of activities,1,2-gram,1,1
activities d,1,2-gram,0,0
d reductions,1,2-gram,0,0
in emissions,1,2-gram,1,0
emissions that,1,2-gram,0,1
are additional,1,2-gram,0,0
any that,1,2-gram,0,0
that would,1,2-gram,1,1
would otherwise,1,2-gram,1,1
otherwise fccc,1,2-gram,0,0
add e,1,2-gram,0,0
e verification,1,2-gram,0,0
verification and,1,2-gram,0,1
and certification,1,2-gram,1,0
certification of,1,2-gram,0,0
activities by,1,2-gram,0,0
by designated,1,2-gram,0,0
designated operational,1,2-gram,0,0
operational entities,1,2-gram,0,0
entities f,1,2-gram,0,0
f experience,1,2-gram,0,0
experience gained,1,2-gram,0,0
gained with,1,2-gram,0,0
from existing,1,2-gram,1,0
existing mechanisms,1,2-gram,0,0
mechanisms and,1,2-gram,0,1
and approaches,1,2-gram,0,0
approaches adopted,1,2-gram,0,0
adopted under,1,2-gram,0,0
instruments requests,1,2-gram,0,0
recommend rules,1,2-gram,0,0
above for,1,2-gram,0,0
a work,1,2-gram,0,0
programme under,1,2-gram,0,0
development referred,1,2-gram,0,0
of considering,1,2-gram,0,0
considering how,1,2-gram,0,0
enhance linkages,1,2-gram,0,0
linkages and,1,2-gram,0,0
and create,1,2-gram,1,0
create synergy,1,2-gram,0,0
synergy between,1,2-gram,0,0
between inter,1,2-gram,0,0
approaches further,1,2-gram,0,0
to recommend,1,2-gram,1,1
recommend a,1,2-gram,0,0
the views,1,2-gram,1,1
views of,1,2-gram,1,1
session adaptation,1,2-gram,0,0
adaptation requests,1,2-gram,0,0
group to,1,2-gram,1,0
to jointly,1,2-gram,0,0
jointly develop,1,2-gram,0,0
to recognize,1,2-gram,0,1
committee taking,1,2-gram,1,0
account its,1,2-gram,0,1
mandate and,1,2-gram,0,0
second three,1,2-gram,0,0
three year,1,2-gram,0,0
year workplan,1,2-gram,0,0
workplan and,1,2-gram,0,0
to preparing,1,2-gram,0,0
preparing recommendations,1,2-gram,0,0
first session,1,2-gram,0,0
session,1,2-gram,0,1
related institutional,1,2-gram,0,0
convention with,1,2-gram,0,0
